id,text,created_at,hashtags
1757549328087081261,"Cek Jumuna - (Free Sajadah) Mukena Travel Mini 2In1 Parasut Premium Korea Motif 01, 02, 03, 04, 05, 06, 07, Lily dengan harga Rp149.900. Dapatkan di Shopee sekarang! https://t.co/c0xotX6vWX https://t.co/myO6iqQkPU",2024-02-13 23:36:28+00:00,
1757549323506835763,"@idextratime Setelah nonton #Dirtyvote, yang awalnya saya milih 01, semakin mantap saya milih 01. 
#AMINmenang",2024-02-13 23:36:27+00:00,"Dirtyvote, AMINmenang"
1757549259962954159,@RehamKhan1 Udher b shahbaz sharif se maryam nawaz tak,2024-02-13 23:36:11+00:00,
1757549217223258485,@zarryhendrik Mohon izin pamit dari 02 ke 01 🙏🏻 karena kita ingin perubahan sudah jengah dengan hal kyk begini 🙏🏻☝🏻,2024-02-13 23:36:01+00:00,
1757549191642206604,"@choymarkochoy Selesaikan ditempat, itu instruksi kapten pemenangan 01,kalau perlu ribut biar jadi perhatian nasional",2024-02-13 23:35:55+00:00,
1757549173434425662,"0 gol, belki 1 asist",2024-02-13 23:35:51+00:00,
1757549171886916079,"@Bull_winner Buzzer 01 semuanya kayak gini. Penggiringan opini sampai tipu daya, agar memilih anis.

Hal kayak gini gak akan berdampak apa2, hanya bikin gaduh saja.

Ibarat pecinta kopi, mau diapain dr manapun kopinya tetap disukai.",2024-02-13 23:35:50+00:00,
1757549137141309875,"Menyakitkan banget. Apalagi mereka ga bisa ngomongin kebijakan andalan padangan mereka. Mereka mengiyakan kebijakan paslon lain. 
Menyalahkan tingkah pendukung pasangan 01 dan 03. Pdhal lebih ga masuk akal perilaku paslon yg dijunjung.",2024-02-13 23:35:42+00:00,
1757549135551684883,@arindstn Wisata masa lalu~,2024-02-13 23:35:42+00:00,
1757549127330902053,"Gue ngobrol sama nenek2 di TPS buat promosiin 01

Terus ditanya, ""tapi kok ga pernah liat iklannya di TV, neng?""

Kujawab, ""soalnya dana kampanyenya lebih kecil, nek""

Beliau jawab lagi, ""Ya kalo gitu mah ga bakalan bisa ngasih bantuan ke rakyat dong neng kalo ga punya duit""

😭",2024-02-13 23:35:40+00:00,
1757549102345416735,"@zqhr @Ujuveveve_ @ahgalucu Ya itu sama aja menjudge TOLOL, dan kenapa yg Lo highlight cuma itu doang, kenapa gak yg lain-lain nya juga dongo 👎🏻",2024-02-13 23:35:34+00:00,
1757549088625856865,"GUYS HARI INI PLIS JANGAN GOLPUT. PILIH 01/03 DAN ALL IN PARTAI BURUH!
Jangan sampe negara jadi panggung politik dinasti dan neo orba. Jangan sampe juga foto Gibtol dipajang di kelas2/kantor2😭😭🤲🤲",2024-02-13 23:35:31+00:00,
1757549078219772138,"@PartaiSocmed pede bgt lo hah, curang aja blagu😭🙏",2024-02-13 23:35:28+00:00,
1757549061383868589,"@Jemark_01 semoga jaehyun karirnya makin lancar,makin sukses, banyak job yg menanti, sehat selalu,  pokoknya semoga banyak hal-hal baik yg dateng aamiin, terima kasih sudah bekerja keras jaehyun❤😍
HAPPY JAEHYUN DAY
#27thValentineWithJaehyun
#나의_자부심_재현_생일축하해",2024-02-13 23:35:24+00:00,"27thValentineWithJaehyun, 나의_자부심_재현_생일축하해"
1757548998691357137,@JagoanAnies @BuruhSiluman Emangnya lebih enak kalo dimiskinkan SP dkk di 01 ?,2024-02-13 23:35:09+00:00,
1757548931414905142,"ibuku pilih ganjar krna ibuku PNS, padahal tanteku PNS jg tp pilih 01",2024-02-13 23:34:53+00:00,
1757548929481376193,"Sebuah plot twis nanti cape cape pendukung 01 dan 02 ribut lalu kepedeaan pilihannya pasti yang terpilih eh pas tiba tiba ternyata 03 pemenangnya 😭
Stres gua liatin bacodtan pendukung 01 vs 02 yang toxic nya 11 12 aja tapi buat nyari 03 di lingkungan gua ampe gak ada",2024-02-13 23:34:53+00:00,
1757548857523864019,"I keep it for my self.

Masih suka nyamber2 kalo ada yang ngomongin 01,02,03 tapi kalo soal pilihan, i keep it for my self.",2024-02-13 23:34:35+00:00,
1757548849470857408,@FeniRose_ Pilih AMIN berarti pilih 01 dan caleg DPR RI NASDEM PKB DAN PKS.,2024-02-13 23:34:34+00:00,
1757548841807544334,4. Marco (bonus: telepatia) https://t.co/wm106jfYTp,2024-02-13 23:34:32+00:00,
1757548809742159896,@soldierspeaks Wajahat saeed khan and dr moeed etc,2024-02-13 23:34:24+00:00,
1757548793401380994,@iwanfals Amin 01 semoga perubahan untuk indonesia,2024-02-13 23:34:20+00:00,
1757548743652417993,@ugenkay @ZakTJ3 Arn okok,2024-02-13 23:34:08+00:00,
1757548737042534546,"@FahmiAgustian Dengan undertone yg seperti ini dihampir seluruh pendukung 01, lo mengharapkan orang yg pilih dua untung membatalkan pilihannya? Orang intelek emng kadang lucu2.",2024-02-13 23:34:07+00:00,
1757548704079532128,"Dengan ijin Allah SWT, Coblos Pilpres No 01

#AMINmenang",2024-02-13 23:33:59+00:00,AMINmenang
1757548684659618088,@RichardHaule17 @scrumptious_01 Sio mathayo.. hio post angekaa zakayo mtoza ushuru 😂,2024-02-13 23:33:54+00:00,
1757548682722103299,@turuwess @IkuzoDAO main geoguessr aja bang,2024-02-13 23:33:54+00:00,
1757548657623310747,kalo dua putaran semoga 01 sama 03 aja,2024-02-13 23:33:48+00:00,
1757548619115499640,@Dhif_28 @indrasbitchhere Ikr. Makanya nauzubillah 01 ga masuk putaran 2 ya... Mau nyoblos si putih ttp ragu walau ga se barbar yg ono 🥲,2024-02-13 23:33:39+00:00,
1757548607807385795,@iam_presider Bet mu Goliath 🫡,2024-02-13 23:33:36+00:00,
1757548603285877017,@Risk_Kall @Vanessa_Prisci @UbahBareng PSI ketumpahan bayclin,2024-02-13 23:33:35+00:00,
1757548602355069270,morning jgn lupa coblos 01🔥,2024-02-13 23:33:35+00:00,
1757548570964898111,@gayuhputra @Uki23 Kalo benar... Memang memalukan mas @Uki23  ini. Masih muda tapi mentalnya udah culas dan tak tahu malu,2024-02-13 23:33:27+00:00,
1757548570801209393,@Berkah_Mulia99 Gak nonton tapi teriak fitnah. Bagian mana fitnah? Semua disentil dlm film itu. 01 dan 03 woles eh 02 yang ngamuk-ngamuk. Nonton kagak tapi ngamuk 🤣🤣🤣,2024-02-13 23:33:27+00:00,
1757548557228446076,@AdityaPrat24583 @PeelotV @ramsezrr gitu gitu lagunya dipake juga toh sama pihak 01?,2024-02-13 23:33:24+00:00,
1757548554380509694,"Have/has itu kan digunakan di present perfect, sedangkan diawal kalimat udh ada does yg berarti menyatakan kalimatnya present simple, jadi have disini maknanya v1 🙏",2024-02-13 23:33:23+00:00,
1757548517554589943,"Blundernya para paslon :
01 emang sih lawan melanggar hukum yg berlaku tp bisa ga, ga usah bawa2 agama buat menjatuhkan?
02 udah jelas sih melanggar hukum tp tetep dilanjutin aja
03 ngomongin kinerja orang lain tapi ga ngaca sama diri sendiri

Ok fix pilih warna putih aja.",2024-02-13 23:33:14+00:00,
1757548482079186948,"@ArieKuntung Bismillah.. 
AMIN 01 Menang 1 putaran",2024-02-13 23:33:06+00:00,
1757548462680465536,@hunknow8 ak mw yg 01 🥲,2024-02-13 23:33:01+00:00,
1757548428870181216,Aku senang banyak teman yang pilih 01. Di sini jg ada yg pilih 01. Itu artinya aku berada di antara orang2 waras yg menginginkan perubahan. Jadi bismillah #AMINAjaDulu,2024-02-13 23:32:53+00:00,AMINAjaDulu
1757548420087402814,bebas dia ma mau ngelanggar apa juga wkwk klo paslon 01 sma 03 baru deh bawaslu bersuara 😄,2024-02-13 23:32:51+00:00,
1757548396834074916,"@dry_herdiansyah @tvOneNews Dibanding yang bebal, saya rasa lebih banyak yang cerdas bang. Orang-orang desa tak berpendidikan tinggi di tempat saya saja menertawakan program 02.
Kalo Votingnya jujur, yakin deh 01 menang. Kalo jujur ya",2024-02-13 23:32:46+00:00,
1757548393830940775,"01 - Dari awal deklarasi anies sbgai capres atensi saya terhadap paslon ini 0 (nol), tetapi seiring berjalan nya waktu dan mengikuti sepak terjang paslon ini saya yakin 01 akan menang dalam kontestasi pilpres hari ini, walaupun pada akhirnya saya tdk akan mencoblos paslon ini☝️",2024-02-13 23:32:45+00:00,
1757548383060082838,@Farchiy Suka ngga ngaca anjir. Padahal di x dan ig kebanyakan pujapuji 01 melulu dan ngehina paslon lain. Ngaca🤭,2024-02-13 23:32:42+00:00,
1757548361241227454,"@Miduk17 Enak kalean...bisa milih sesuai dengan hati nurani ..
Saya terbelenggu dengan Ormas yg saya ikuti dn harus thoat kalo gak thoat masuk neraka n gak boleh milih 01 maupun 03..",2024-02-13 23:32:37+00:00,
1757548357067936242,@kegblgnunfaedh Definisi cewek bego,2024-02-13 23:32:36+00:00,
1757548331570712579,"@FeniRose_ Iya, kita g kenal calegnya mau gmn lagi,  gpp penting pilih partai pengusung perubahan, insha allah atas ijin Allah 01 menang satu putaran ... aamiin",2024-02-13 23:32:30+00:00,
1757548316701982728,"Dukungan dari rakyat nyata untuk AMIN, kemenangan adalah keniscayaan

#01AMINwinElection
@aniesbaswedan
@cakimiNOW

Bismillahirrahmanirrahim, biiznillah, menang!!! https://t.co/yDY4J66Nfc",2024-02-13 23:32:27+00:00,01AMINwinElection
1757548266718364037,"Madura setau gue base nya 01.

Jadi, lu mau dukung 01/03 sampe muntah juga kalo pemerintahnya condong ke 02 ga ada guna nya

Mending turu aja, siap siap tatakae",2024-02-13 23:32:15+00:00,
1757548254789521626,@99propaganda @prabowo Korupsi https://t.co/60SSO33A1w,2024-02-13 23:32:12+00:00,
1757548248083111938,@Mdy_Asmara1701 Waktunya kita Menangkan 01,2024-02-13 23:32:10+00:00,
1757548207486443573,"Fix dukungan untuk 01. . .
Agar demokrasi bisa selamat dan rakyat kembali sejahtera. . .
saya dan masyarakat kebanyakan menitipkan harapan dan amanah untukmu abah @aniesbaswedan semoga abah bisa menjalankan amanah dengan sebaik baiknya. . .
#AMINIndonesiaLebihBaik 
#AMINmenang https://t.co/pmwOKNLle9",2024-02-13 23:32:00+00:00,"AMINIndonesiaLebihBaik, AMINmenang"
1757548194148556907,"@mayangrsh Kemaren ngobrol sma tukang bakso di pinggir jalan saya tanya asli Madura mana dia bilang Sampang,kepo tanya pilih mana bang 01 memang Sampang …meledaaak🔥🔥🔥",2024-02-13 23:31:57+00:00,
1757548192135061975,@lisalee812 @RoldGold yw lisa !,2024-02-13 23:31:57+00:00,
1757548163441823944,@TwoWeeksLOL @SawyerMerritt Teshhhhhhluh,2024-02-13 23:31:50+00:00,
1757548125429105066,"@Dyananjani89 Yg mana nih harus jelas
Bawaslu atau bawasnies",2024-02-13 23:31:41+00:00,
1757548092675785189,"Mau 01 02 03....yuk yg adem ayem, siapapun yg jadi presiden Indonesia sudah Gusti Allah tetapkan",2024-02-13 23:31:33+00:00,
1757548086552076636,"@gitanbaos Mungkin setimpal dg sepupu kk di pedalaman jawa sana yg nanya, 
""di situ pd milih apa mbak?"" 
""Klo baliho sih di mana2 02, tp keluarga dkk rata2 01.""
Terdiamlah dia.",2024-02-13 23:31:32+00:00,
1757548078297678178,@cuseyoouw @clnbpkkostcwe @sharpandshark 75% kecurangan ada di 01/03 gt ya,2024-02-13 23:31:30+00:00,
1757548074560594317,"[Chorus No BGM] 
Mumei singing deja vu https://t.co/d3KarmmckF",2024-02-13 23:31:29+00:00,
1757548053031186865,"Walaupun ga suka sama pendukung 01 khusus buat yg bar2 kek anjing bangsat bgt si paling panita surga cuihhh 🤮 ( walaupun ga semua )+wakilnya 😒+ partai PKS 😓 + tp insyaallah karna hati nurani pilih  pa Anies 😊
#AMINmenang 
#AMINkanIndonesia 
#SalamPerubahan 
#PemiluDamai2024",2024-02-13 23:31:24+00:00,"AMINmenang, AMINkanIndonesia, SalamPerubahan, PemiluDamai2024"
1757548045183635758,@PartaiSocmed ni org playing victim bgt si WKWKWKWK,2024-02-13 23:31:22+00:00,
1757547991123329235,"Dukungan dari rakyat nyata untuk AMIN, kemenangan adalah keniscayaan

#01AMINwinElection
@aniesbaswedan
@cakimiNOW

Bismillahirrahmanirrahim, biiznillah, menang!!! https://t.co/eQKdfFZwKA",2024-02-13 23:31:09+00:00,01AMINwinElection
1757547985528066551,"INI YG GUA MAKSUD ASTAGHFIRULLAH, kek yaudah lu tonton aja kecurangan yg pke bukti data valid itu. lu cerna sendiri gmn seribu cara yg dipake paslon itu buat duduk di kursi kekuasaan. lagian klo dibaliknya ada paslon 01, ngapain cak imin repost???? kentara dong marketingnya",2024-02-13 23:31:08+00:00,
1757547949125411012,Sha mubahe impushya dore muri nkange ntamafaranga yo kubitaho mufite wenda sugar daddy yamenamo bagapfa kuduhamo mutzig  tukinywera https://t.co/wnGgC3L2gx,2024-02-13 23:30:59+00:00,
1757547916129149338,@mohmahfudmd Semoga 01 atau 03 yang menang,2024-02-13 23:30:51+00:00,
1757547915361599569,"Yaa emak gua gatau aja kalo:
1. Ketum PKB itu orang yang konflik sama Gus Dur
2. 2 kader Nasdem terlibat korupsi (Johnny &amp; Limpo) 
3. PKS kebanyakan omdo (apa pulak Jakarta tetep ibukota) 
4. Ketum Ummat itu orang yang melengserkan Gus Dur (Amien Rais) 

01? Gua sih Ogah... https://t.co/v3yB3uvInm",2024-02-13 23:30:51+00:00,
1757547902539616455,"@twistalgic drpd 01 menang justru lbh bahaya

blm menjabat aja orang yg beda pilihan dipersekusi sm pendukungmya",2024-02-13 23:30:48+00:00,
1757547874190279038,Semangat 01,2024-02-13 23:30:41+00:00,
1757547858839150733,"@PartaiSocmed Dukung 01 bila diputaran pertama gagal, siap mendukung 03 https://t.co/FTIu9uPcb4",2024-02-13 23:30:37+00:00,
1757547821790904568,@diikalesmana @KPU_ID Tps mana ini om... Duuh,2024-02-13 23:30:29+00:00,
1757547756145783102,"@Legislator75 @Muhammad_Saewad Kl 03 juga akan sama, 
Semoga 01 menang besar, dengan pelanggaran seminim dan seringan mungkin, sehinggag bs digugat...
#AMIN01PUTARAN",2024-02-13 23:30:13+00:00,AMIN01PUTARAN
1757547725120569387,"Pilihannya : 01
Presidennya,
Bp. Anies Rasyid Baswedan
Wapresnya,
Bp. Muhaimin Iskandar
#01AMINwinElection 
#01AMINwinElection https://t.co/qIk9fJJBIV",2024-02-13 23:30:05+00:00,"01AMINwinElection, 01AMINwinElection"
1757547721483780216,@Mano_hu_yar Kr diya msg,2024-02-13 23:30:05+00:00,
1757547714877726806,@Erc404_app 0x60eE91D54Dcb1B6472CCE995Da9Fa3fc2d891f6b,2024-02-13 23:30:03+00:00,
1757547706489389279,"mana ini serangan fajar kaga ada sue, suara gua siap di beli nih brp aja deh. ayo keburu habis. 01 02 03 gass...",2024-02-13 23:30:01+00:00,
1757547668010836023,@idextratime Prdksi 02.03.01 . 01 rme d x doank,2024-02-13 23:29:52+00:00,
1757547649463701889,"Dukungan dari rakyat nyata untuk AMIN, kemenangan adalah keniscayaan

#01AMINwinElection
@aniesbaswedan
@cakimiNOW
Bismillahirrahmanirrahim, biiznillah, menang!!! https://t.co/neCt2WiDi1",2024-02-13 23:29:47+00:00,01AMINwinElection
1757547621999374438,@msaid_didu Terus terang pilpres kali ini sy dibayangi rasa deg2an. Berbeda dng pilpres2 sblmnya. Dibenak selalu muncul kekhawatiran klu 01 kalah/gagal ke putaran ke-2 bgmn sakitnya perasaan. Semoga Anies-Imin dilapangkan usaha2nya memenangkan Pilpres hari ini agar rasa deg2an jd bahagia.,2024-02-13 23:29:41+00:00,
1757547596661641704,@unggul_anggoro Aku tetap pilih 01 tapi 😁. Portofolionya Quvat nggak ada yang aneh aneh juga setauku,2024-02-13 23:29:35+00:00,
1757547548976587111,"@Fahrihamzah Terimakasih UAH, sy tetap memilih AMIN 01 dan partai pendukungnya, tdk memilih partai karbitan yg dipaksakan bs masuk ikut kontastasi pemilu. Mudah2an yg mengunggah Video UAH segera sadar dan secepatnya mau keluar dr kubangan sebelum terlambat.",2024-02-13 23:29:23+00:00,
1757547524083126544,Sara7atan ana machi chi mo7lil kbiiir dial modribin bach n3arf afdal khayar lBarca mhm ba9i ma3arf wach Flick wla Di Zerbi wla Tuchel afdal khoyar lBarca,2024-02-13 23:29:18+00:00,
1757547518827925879,"@Muhammad_Saewad ya mustahil habib Ali ke Sono, pasti all in 01 bliau insyaallah.",2024-02-13 23:29:16+00:00,
1757547508535050647,"@wkobaint @deadlinersejati @VeronicaKoman Mungkin maksud nya Jawa barat yg mesti di mekarin kalau di lihat dari jumlah penduduk. Bukan Papua walau pulau nya luas tapi dr jumlah penduduk tdk memenuhi syarat, maka nya aturan di tarik ke pusat",2024-02-13 23:29:14+00:00,
1757547479388815432,"@ShamsiAli2 duh. semakin Yakin 01 gak bakal menang.
Catat ini !!!!!!!",2024-02-13 23:29:07+00:00,
1757547473260994893,"Yg berdomisili sama cuma paslon 01 jd mereka nyoblos di Jkt
Paslon lain berjauhan",2024-02-13 23:29:05+00:00,
1757547463144362071,"kayaknya bakal gini deh, soalnya pas itu aku stan w1 dan sekarang aku stan trainee 01😋.",2024-02-13 23:29:03+00:00,
1757547419355758924,@PartaiSocmed Dukung 01 aja seandainya kalah diputaran pertama mendukung 03 https://t.co/mLrLPedmuq,2024-02-13 23:28:53+00:00,
1757547309599240676,ya Allahh biarin 01 menang ya Allah 🥹🥹,2024-02-13 23:28:26+00:00,
1757547301659082910,@Naboumb7 😂ioe han,2024-02-13 23:28:25+00:00,
1757547291353686276,@jotapehernandex @JotaPeHernandez Basura,2024-02-13 23:28:22+00:00,
1757547262669107476,@indrawan1931996 @aniesbaswedan @cakimiNOW tapi faktanya bayaran dari 01 di sebarkan kemarin.,2024-02-13 23:28:15+00:00,
1757547262014599554,@legend_ElBashir Limaye wath gua wakh dei. 😔🤭🤭,2024-02-13 23:28:15+00:00,
1757547172923400638,@Ali91833891 Apko bhi Mubarak ho,2024-02-13 23:27:54+00:00,
1757547162630795678,"@ferrykoto @aniesbaswedan Dari pada kubu loe, katanya seluruh survey menang tapi saat mau kampanye kubu 01 dijegal mulu...koplak 😂",2024-02-13 23:27:51+00:00,
1757547144595038557,"@Ndons_Back 01 Bismillah, Pilih AMIN aja....",2024-02-13 23:27:47+00:00,
1757547103839219910,Ini ide yg cukup bagus utk bagaimana kita bisa memback-up tim pengawalan  pemenangan AMIN dengan menyediakan bukti² lain kalau paslon 01 itu menang. Untuk diinfokan kpd kawan² pemenangam AMIN di seluruh Indonesia. https://t.co/tk8pOOZKCu,2024-02-13 23:27:37+00:00,
1757547100072714684,"@ferrykoto @aniesbaswedan Itung2nya ... katanya dengan ada Mya ""DIRTY VOTE"" suara swing voters keambil ke 01, pemilu lanjut 2 putaran ... di putaran 2 semua pemilih GAMA milih 01 ... 😀😀😀",2024-02-13 23:27:36+00:00,
1757547093957447789,@haneyvelez Kaya mahalin nyo lagi ang mga mahal nyo hirap ibalik ang nakaraan lAlo na nawala ng biglaan,2024-02-13 23:27:35+00:00,
1757547070771323333,@oakeolaw ik😭😭😭 tp awal e aku yo ga seneng 01 soale statement tentang rohingya pas iko,2024-02-13 23:27:29+00:00,
1757547070733570200,"@zqhr Terus kenapa lu seenak jidat buat statement dia gak ngejudgemental ke LGBT, gak usah ngawur dan asal buat statement 🥴",2024-02-13 23:27:29+00:00,
1757547060558233961,Tangi isuk malah dikiro dadi saksi ambek bpk ibukku 😌,2024-02-13 23:27:27+00:00,
1757547018749100464,@SchalaSuperior Katar?,2024-02-13 23:27:17+00:00,
1757547003343786267,"@ch_chotimah2 @jokowi Halah...film isinnya analisis cetek aja, trus kolaboratornya gabubgan 01 dan 03 🤣🤣, ditambah kemana itu kabar 31 ribu surat suara kecoblos?? Proses garap dan riset 2 minggu? 3 orang yg bicara terafiliasi dg 01 dan 03 🤣🤣🤣, bukan dirty vote, tp dirty campaign",2024-02-13 23:27:13+00:00,
1757546991478002003,"Hari ini cara yg tepat, legal dan terhormat untuk menghukum kesombongan jokowi, si culas bebal gatau malu.. penjahat demokrasi yg sedang panik, kelojotan takut korupsi kolusi dan nepotisme nya terbongkar..
#coblos 01
#asal jangan pilih siplongo2.0",2024-02-13 23:27:11+00:00,"coblos, asal"
1757546959932641779,Love( ˶ˆ꒳ˆ˵ )💗 https://t.co/YaQjAxN3yn,2024-02-13 23:27:03+00:00,
1757546931629469970,"Di hari penentuan ini, 14 Februari 2024, saya pendukung paslon No. 02, menyampaikan dari lubuk hati terdalam, mohon maaf kepada paslon 01 dan 03, jika dalam proses kampanye banyak cuitan2 Saya melampaui batas kesopanan.
Siapapun yang memenangi pilpres 2024, saya ta'dzim dan taat.",2024-02-13 23:26:56+00:00,
1757546915607314830,"HAMPIR2 KE SEBELAH KELUARGA GW, ALLHAMDULILLAH KE 01, ABAYKAN AJA BAJUNYA ☝️
#AMINmenang https://t.co/ms7zK18obs",2024-02-13 23:26:52+00:00,AMINmenang
1757546905406689361,@oh_hi_u @KangIndra_ @kangdede78 01 nggak Ada  kejahatan apapun,2024-02-13 23:26:50+00:00,
1757546868077101181,"@Da_Nazdu Wn, lo dije por meme -_- https://t.co/DwZiB7ml8g",2024-02-13 23:26:41+00:00,
1757546864013127893,"@ferrykoto @aniesbaswedan yg mana? cuitan sopo? pendukung 01 ga pernah menggaungkan 1 putaran. 
dan kalo pun kalah yaa kita terima. kalah dan menang hal biasa. tp kami bangga bs ada dibarisan 01.",2024-02-13 23:26:40+00:00,
1757546857939755442,gak akur sama satu rumah gara gara gak pilih 01,2024-02-13 23:26:39+00:00,
1757546808270881199,"Kejadian bikin ngakak pagi ini adalahhh, kenapa sih pak harus balas story orang ?? Wkwk
Emang boleh se ga terima pendapat gitu ?
Duh susah ya pak kalo dah garis keras 😭😭

Siap salah pak 😭😭😭

        Story ku :                                            Story 01 : https://t.co/XvkcxkRSqd",2024-02-13 23:26:27+00:00,
1757546748065784173,@PeelotV BANG KALAU DUKUNG 01 BIAR MASUK SURGA ITU BOLEH?,2024-02-13 23:26:13+00:00,
1757546697213759493,"@sophiamega gw buat sw kemarin ss an web havianiesday kan, tb2 org reply dengan heran kek ""loh kamu 01? kok 01 sih??"" gw ampe heran kek, harus ny gw ngk sih yg nanya kok bisa2 ny masih pilih 02??😔😔",2024-02-13 23:26:00+00:00,
1757546618063323287,@onic_esports ak 01 karena ada kapten butes,2024-02-13 23:25:42+00:00,
1757546617681641890,@PartaiSocmed Walah udah yakin dukung 01 lah https://t.co/F8IIaO4h27,2024-02-13 23:25:41+00:00,
1757546611440525610,"Serba-serbi Dirty Vote yg respon dari kubu 03 ada Pak Todung, dari 01 blm ada kecuali Cak Imin

Dari 02 ada siapa aja? Sekumpulan orang-orang yg kredibilitas intelektualitasnya ga jelas, argumentasinya pun bodoh krn based on figure fanatism",2024-02-13 23:25:40+00:00,
1757546603571827125,"@carlinaput51880 Kalah jadi presiden,,,dikejar Ama lembaga anti korupsi Uni Eropa . https://t.co/JVVd5NF4cs",2024-02-13 23:25:38+00:00,
1757546572618019293,"@zqhr ""Kalaupun ternyata berubah, ya sudah"" enak bet lu ngomong, asal buat statement gak ngejudge LGBT pdhl kenyataan nya kagak begitu. Ewwwwww 😏",2024-02-13 23:25:31+00:00,
1757546543144731111,"@wordfangs And fyi gabisa dipungkiri pendukung 01 &amp; 03 tuh banyak yah, jd kalo tiba2 pendukungnya ilang (alias suaranya beda jauh sama 02), kan bakal byk yg curiga. Nah makanya better 2 putaran aja si, soal hasilnya nanti di putaran kedua ya bebas, wong tinggal 2 paslon",2024-02-13 23:25:24+00:00,
1757546534877712665,"Udah maksa maksain beli tiket mepet biar bs nyoblos, tau tau tpsnya blm buka asemm asemmm 🤣🤣🤣",2024-02-13 23:25:22+00:00,
1757546524387791357,"@PutraErlangga95 Pilihan ku hari ini Pasti 01, tanpa ada  sedikitpun keraguan didalamnya

Kebenaran bisa berada pada kita atau bisa berada pada mereka.
hanya Allah Yang Maha Benar

Ijinkan kita berbeda hari ini teman²..
ini bagian dari kedewasaan kita dlm berteman

#kalahkanJOkowi
#AMINAjaDulu",2024-02-13 23:25:19+00:00,"kalahkanJOkowi, AMINAjaDulu"
1757546521300767078,"@ceritatehfidy aku baru baca tepid, bjir whatif buat 01 sesuai feeling aku pasangannya si bokem energy byk ragunya tp kl mereka yg jd tuh bakal aman krn goalsnya jelas. buat 02 bnrn jg udh kerasa biarpun bapake bagus soal kepemimpinan tp dia maunya cpt,&amp; kl jd bakal byk yg minta balas jasa lmao",2024-02-13 23:25:18+00:00,
1757546516980572502,@vanc1Bozz Batang kuis 01,2024-02-13 23:25:17+00:00,
1757546457664753835,"@Farchiy @sophiamega Yang banya menghina mengkafir""kan orang mah 01 kocak, jual"" agama mlu sok paling suci",2024-02-13 23:25:03+00:00,
1757546399015809247,@didiadhie @sharpandshark 01 malah menyatukan. @aniesbaswedan itu kayak jembatan. Dia sosok yang bisa mendamaikan,2024-02-13 23:24:49+00:00,
1757546363481706542,Mari berbondong2 ke TPS coblos 01 🥰,2024-02-13 23:24:41+00:00,
1757546350261186866,"5 suara utk 01. Keluarga ku biasa nya apatis banget soal politik. Ogah banget klo suruh nyoblos. Skrng sepakat utk berpartisipasi.
@aniesbaswedan 
#AMIN2024 https://t.co/Dmkk03SYBE",2024-02-13 23:24:38+00:00,AMIN2024
1757546322260046006,"Kepala Rupbasan Kelas I Manado, Hardiman mengikuti Diskusi Evaluasi Kebijakan Publik yang diselenggarakan oleh Badan Strategi Kebijakan (BSK) Hukum dan HAM secara virtual. https://t.co/4I7lyBvhQc",2024-02-13 23:24:31+00:00,
1757546312117985786,@lubelakusbis @barbaraanowacka Qwa..won!,2024-02-13 23:24:29+00:00,
1757546302223868049,"Mau kalian pendukung 01, 02, 03 atau bahkan golput sekalipun, kalian tetap kawan saya.",2024-02-13 23:24:26+00:00,
1757546286004445521,@deadlinersejati @VeronicaKoman Karena pulau Jawa gak bisa di kendalikan,2024-02-13 23:24:22+00:00,
1757546270120694187,@wordfangs gpp mereka nyoblosnya 01 kog,2024-02-13 23:24:19+00:00,
1757546263330046074,"@NenkMonica bebas mau siapapun yang tumbang, yang penting 01 lolos ke putaran 2",2024-02-13 23:24:17+00:00,
1757546248519970904,@never_alonely Tapi itu fakta yang terjadi dilapangan fakta dibantah dengan fakta bukan dengan sentimen. 01 gaskan,2024-02-13 23:24:13+00:00,
1757546212247646471,@ferrykoto @aniesbaswedan Ternyata gampang sekali di tipu pendukung paslon 01 tinggal sediakan buzzer langsung tepar,2024-02-13 23:24:05+00:00,
1757546165292138938,@carlinaput51880 Dan ini salah satu isi pidato Prabowo..... https://t.co/YPkPIdUI1K,2024-02-13 23:23:54+00:00,
1757546153200308401,@prctiu Aamiin ya,2024-02-13 23:23:51+00:00,
1757546151035777334,"@ferrykoto @aniesbaswedan Kalaupun 01 gak menang, minimal kami pernah berusaha untuk rakyat indonesia mempunyai pilihan untuk berubah, kalaupun allah masih mentakdirkan indonesia masih harus seperti ini nasibnya dan kezaliman masih harus mengangkangi indonesia minimal kami masih punya muka.",2024-02-13 23:23:50+00:00,
1757546090772185379,Mauu klo gini kayaknya,2024-02-13 23:23:36+00:00,
1757546060292276409,"@MinmonPS7 PKS ttap di hati.
01 satunya partai yg menolak UU Omnibus Law.",2024-02-13 23:23:29+00:00,
1757546058845213009,@MrxMM46 @m_amarudinn @Bull_winner 01 pendukung rakyat Indonesia yang ingin perubahan,2024-02-13 23:23:28+00:00,
1757546042839740599,@TeslaPromoter Akun? https://t.co/hEdDkzQ7Xz,2024-02-13 23:23:24+00:00,
1757545992906494286,@marine20008 @zeinnawawyreal @alkindivv @allpleasure69 Enteng bener omongnya pendukung 01 sdh psti msuk surga .,2024-02-13 23:23:12+00:00,
1757545991195005098,"@perrochwe @boreborKZ @englishfess_ Awal2 aku make dulu ada, tapi biasanya diskusinya udh ditutup",2024-02-13 23:23:12+00:00,
